"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"1",0,3.52967336500212,0.974,0.256,0,"0","ST18"
"2",0,3.24179622467694,0.885,0.208,0,"0","C10orf90"
"3",0,3.35467718620987,0.88,0.214,0,"0","KCNH8"
"4",0,3.32914506644901,0.861,0.21,0,"0","ENPP2"
"5",0,3.12246638034213,0.867,0.225,0,"0","MOBP"
"6",0,3.13833630301807,0.896,0.265,0,"0","DOCK5"
"7",0,3.77717959784232,0.742,0.123,0,"0","LINC01608"
"8",0,3.05588884169025,0.915,0.3,0,"0","FRMD4B"
"9",0,3.78252634697628,0.771,0.168,0,"0","CERCAM"
"10",0,3.21665011183407,0.782,0.18,0,"0","LPAR1"
"11",0,3.28309618773328,0.744,0.148,0,"0","UGT8"
"12",0,3.23317232302381,0.866,0.271,0,"0","TMEM144"
"13",0,2.81672143806049,0.798,0.211,0,"0","BCAS1"
"14",0,3.50383900624455,0.707,0.131,0,"0","FA2H"
"15",0,3.70461219833789,0.713,0.142,0,"0","CNDP1"
"16",0,3.07025588432715,0.801,0.232,0,"0","TF"
"17",0,2.39322580785711,0.892,0.331,0,"0","ZNF536"
"18",0,3.05066755862042,0.831,0.271,0,"0","CLMN"
"19",0,3.13998689813669,0.867,0.319,0,"0","PLEKHH1"
"20",0,3.23346354943367,0.972,0.425,0,"0","RNF220"
"21",0,2.96742289695142,0.711,0.167,0,"0","SHROOM4"
"22",0,3.42969187850612,0.673,0.132,0,"0","LINC00639"
"23",0,2.59451127136355,0.937,0.407,0,"0","DOCK10"
"24",0,2.87539037018365,0.668,0.143,0,"0","SLCO1A2"
"25",0,3.01214942034877,0.704,0.182,0,"0","FAM107B"
"26",0,2.75698421476984,0.918,0.397,0,"0","NCKAP5"
"27",0,2.50501924413186,0.742,0.228,0,"0","DAAM2"
"28",0,3.23162652938261,0.626,0.113,0,"0","ABCA8"
"29",0,3.52037080295388,0.681,0.172,0,"0","AC008571.2"
"30",0,2.732713470873,0.67,0.164,0,"0","COL4A5"
"31",0,2.93103372589859,0.828,0.327,0,"0","CREB5"
"32",0,3.0634673045292,0.721,0.223,0,"0","PLD1"
"33",0,3.74077586538611,0.581,0.09,0,"0","CD22"
"34",0,3.44494324687585,0.569,0.09,0,"0","SH3TC2"
"35",0,3.34432467467575,0.572,0.098,0,"0","FOLH1"
"36",0,3.49374437874664,0.635,0.165,0,"0","AC012494.1"
"37",0,2.61717449691516,0.923,0.456,0,"0","PLP1"
"38",0,2.50780655750553,0.664,0.199,0,"0","LINC00609"
"39",0,3.06333984693273,0.611,0.147,0,"0","PIEZO2"
"40",0,2.15186781329551,0.776,0.313,0,"0","DOCK1"
"41",0,2.96885451555998,0.687,0.225,0,"0","GLDN"
"42",0,2.70449069442099,0.644,0.185,0,"0","ATP10B"
"43",0,2.96812547796497,0.697,0.238,0,"0","CDK18"
"44",0,3.46284772103358,0.558,0.101,0,"0","ASPA"
"45",0,2.89432635675757,0.587,0.14,0,"0","VRK2"
"46",0,3.12333845813039,0.803,0.36,0,"0","POLR2F"
"47",0,2.57949930939174,0.649,0.207,0,"0","RFTN2"
"48",0,3.08537636800358,0.988,0.546,0,"0","CTNNA3"
"49",0,3.25597898232334,0.663,0.224,0,"0","HHIP"
"50",0,3.0600041895459,0.554,0.116,0,"0","ANLN"
"51",0,2.88278723139367,0.703,0.265,0,"0","PCSK6"
"52",0,2.66487910514047,0.938,0.502,0,"0","TMTC2"
"53",0,3.00599146853731,0.567,0.132,0,"0","PRR5L"
"54",0,3.56544930608676,0.528,0.094,0,"0","MYRF"
"55",0,2.42891651578185,0.785,0.353,0,"0","HIP1"
"56",0,3.55690446631414,0.52,0.089,0,"0","OPALIN"
"57",0,2.92594198846193,0.948,0.522,0,"0","PIP4K2A"
"58",0,2.47432965885003,0.644,0.22,0,"0","MEGF10"
"59",0,2.98804429424859,0.564,0.14,0,"0","LDB3"
"60",0,3.31653716975757,0.555,0.133,0,"0","LINC01170"
"61",0,2.91012538823886,0.861,0.439,0,"0","PXK"
"62",0,3.19896470599992,0.578,0.16,0,"0","LINC01630"
"63",0,2.79785595576915,0.535,0.126,0,"0","AL033523.1"
"64",0,3.07355158465496,0.527,0.122,0,"0","TMEM63A"
"65",0,2.90178986223545,0.977,0.576,0,"0","MBP"
"66",0,2.82737233750915,0.651,0.252,0,"0","CNTN2"
"67",0,2.05625641984662,0.921,0.524,0,"0","SPOCK3"
"68",0,2.27849909647917,0.705,0.311,0,"0","FGFR2"
"69",0,2.742075756733,0.87,0.48,0,"0","TMEM165"
"70",0,2.8020119839256,0.566,0.179,0,"0","AC012593.1"
"71",0,2.33562800889506,0.877,0.491,0,"0","PDE1C"
"72",0,2.66288481620328,0.62,0.234,0,"0","PHLDB1"
"73",0,2.84898988748096,0.518,0.134,0,"0","PLLP"
"74",0,2.97755583054811,0.488,0.106,0,"0","MAG"
"75",0,3.11939715475525,0.572,0.191,0,"0","KIF6"
"76",0,2.09305320982474,0.609,0.238,0,"0","MYO1E"
"77",0,2.83203483880119,0.505,0.139,0,"0","TTYH2"
"78",0,3.38191480500655,0.435,0.07,0,"0","AC108721.2"
"79",0,2.62158558700665,0.896,0.531,0,"0","PDE8A"
"80",0,2.33889234900515,0.932,0.568,0,"0","EDIL3"
"81",0,2.67383077723422,0.946,0.585,0,"0","PHLPP1"
"82",0,2.37391580427783,0.614,0.256,0,"0","CNP"
"83",0,3.60260408306525,0.453,0.096,0,"0","AC110285.1"
"84",0,2.43132201235055,0.927,0.571,0,"0","SHTN1"
"85",0,3.54288210884245,0.434,0.078,0,"0","AL359091.1"
"86",0,2.81307198728253,0.966,0.614,0,"0","SLC44A1"
"87",0,2.5032459270722,0.914,0.566,0,"0","PRUNE2"
"88",0,2.8755210547101,0.465,0.118,0,"0","MAL"
"89",0,2.9746702633791,0.437,0.09,0,"0","ITGA2"
"90",0,3.18402482207171,0.472,0.125,0,"0","AC090015.1"
"91",0,2.68122542280447,0.482,0.135,0,"0","KIAA1755"
"92",0,3.1814329835633,0.438,0.092,0,"0","CARNS1"
"93",0,2.46086416487011,0.838,0.494,0,"0","SLAIN1"
"94",0,2.28051569839105,0.712,0.37,0,"0","SYNJ2"
"95",0,3.31696115604071,0.426,0.084,0,"0","CDH19"
"96",0,2.15710074087367,0.85,0.509,0,"0","GAB1"
"97",0,2.32679088291834,0.959,0.621,0,"0","ELMO1"
"98",0,2.31779842407164,0.937,0.601,0,"0","PLCL1"
"99",0,2.38291115686282,0.9,0.564,0,"0","MAN2A1"
"100",0,2.14759869262164,0.807,0.471,0,"0","HIPK2"
"101",0,2.45714393223636,0.557,0.221,0,"0","PLAAT3"
"102",0,3.04015390953752,0.428,0.093,0,"0","LRP2"
"103",0,2.75958611736678,0.468,0.135,0,"0","C5orf64"
"104",0,2.30574562126014,0.86,0.528,0,"0","SLCO3A1"
"105",0,2.79478288113763,0.664,0.335,0,"0","HDAC2-AS2"
"106",0,2.68945337232233,0.453,0.127,0,"0","SEMA3B"
"107",0,2.4651299734656,0.669,0.347,0,"0","ABCA2"
"108",0,2.72374475338488,0.524,0.203,0,"0","LINC00320"
"109",0,2.44555128795309,0.678,0.358,0,"0","KIF13B"
"110",0,2.2478729856729,0.802,0.482,0,"0","ANO4"
"111",0,2.00367646684075,0.617,0.298,0,"0","GPRC5B"
"112",0,3.74949439231473,0.385,0.067,0,"0","AC098679.2"
"113",0,2.39938349285308,0.882,0.565,0,"0","ERBIN"
"114",0,2.22802073915268,0.546,0.231,0,"0","SCD"
"115",0,3.4323162873934,0.406,0.091,0,"0","NINJ2"
"116",0,2.50762104442651,0.527,0.213,0,"0","ENOSF1"
"117",0,2.08935166381014,0.777,0.463,0,"0","USP54"
"118",0,2.16050159433835,0.938,0.625,0,"0","MAP7"
"119",0,2.43603262708362,0.978,0.666,0,"0","SLC24A2"
"120",0,2.24012571584552,0.967,0.655,0,"0","FRMD5"
"121",0,2.52700927121815,0.976,0.668,0,"0","PDE4B"
"122",0,2.15646657014723,0.866,0.558,0,"0","SH3GL3"
"123",0,2.60236081636489,0.549,0.247,0,"0","FAM124A"
"124",0,2.0709511801486,0.868,0.567,0,"0","ARAP2"
"125",0,2.36187865609671,0.518,0.22,0,"0","SILC1"
"126",0,3.47657970845068,0.376,0.079,0,"0","AC016597.2"
"127",0,2.25903360058917,0.903,0.608,0,"0","FRYL"
"128",0,2.83651275339524,0.415,0.123,0,"0","GPR37"
"129",0,3.661023990534,0.368,0.077,0,"0","AC009063.2"
"130",0,3.82274993786739,0.354,0.063,0,"0","HPN-AS1"
"131",0,2.72741749922214,0.417,0.128,0,"0","PLEKHG3"
"132",0,2.42039232671737,0.429,0.143,0,"0","CPM"
"133",0,2.15527767100836,0.748,0.463,0,"0","SGK1"
"134",0,2.04608898019209,0.922,0.638,0,"0","UNC5C"
"135",0,3.30252089190603,0.355,0.071,0,"0","TMEM98"
"136",0,2.34771724509602,0.868,0.587,0,"0","PALM2AKAP2"
"137",0,2.18541183632254,0.929,0.649,0,"0","TTLL7"
"138",0,2.8200647927995,0.404,0.126,0,"0","RASGRP3"
"139",0,3.32279304140066,0.399,0.121,0,"0","LURAP1L-AS1"
"140",0,2.2806259606831,0.722,0.446,0,"0","PSEN1"
"141",0,2.34672295872154,0.641,0.367,0,"0","ATG4C"
"142",0,2.30114199384848,0.985,0.711,0,"0","QKI"
"143",0,2.24831874291138,0.694,0.423,0,"0","SEMA4D"
"144",0,2.23452611324807,0.89,0.62,0,"0","DIP2B"
"145",0,3.17248104512473,0.355,0.086,0,"0","AL078590.2"
"146",0,2.35452382173606,0.704,0.435,0,"0","QDPR"
"147",0,3.55826438457613,0.377,0.109,0,"0","AL354809.1"
"148",0,2.82485651195906,0.349,0.081,0,"0","ERMN"
"149",0,2.10090559812062,0.642,0.375,0,"0","HS3ST5"
"150",0,2.16438591263127,0.789,0.526,0,"0","CDK19"
"151",0,2.18556944713503,0.653,0.394,0,"0","LAMP2"
"152",0,2.28424030690711,0.432,0.174,0,"0","EFHD1"
"153",0,2.10427586958601,0.577,0.319,0,"0","AMER2"
"154",0,2.20035351518017,0.606,0.351,0,"0","SLC25A13"
"155",0,2.96702664250764,0.402,0.147,0,"0","TP53TG5"
"156",0,2.2252842314451,0.779,0.525,0,"0","ZFYVE16"
"157",0,2.39162931671499,0.486,0.232,0,"0","CUEDC1"
"158",0,3.31640815410424,0.323,0.072,0,"0","ERBB3"
"159",0,3.70330252340375,0.3,0.049,0,"0","TMEM235"
"160",0,3.37230100616194,0.329,0.082,0,"0","LINC00877"
"161",0,2.22096193489727,0.357,0.113,0,"0","SELENOP"
"162",0,2.08103724495511,0.645,0.401,0,"0","IQGAP1"
"163",0,2.59105241088283,0.499,0.255,0,"0","KLHL4"
"164",0,2.29496245039429,0.444,0.202,0,"0","FAXDC2"
"165",0,3.01788921652907,0.304,0.064,0,"0","NKX6-2"
"166",0,3.87760497573162,0.27,0.036,0,"0","LINC01792"
"167",0,2.52094036394602,0.395,0.162,0,"0","TFEB"
"168",0,3.39944697036498,0.286,0.053,0,"0","SH3TC2-DT"
"169",0,2.02036994313082,0.757,0.527,0,"0","LPGAT1"
"170",0,3.2058887207725,0.307,0.077,0,"0","SLC31A2"
"171",0,2.66467808912695,0.338,0.109,0,"0","AL133304.3"
"172",0,2.52393811148921,0.502,0.273,0,"0","CPB2-AS1"
"173",0,2.47203152307759,0.424,0.199,0,"0","TMTC4"
"174",0,2.0384590717111,0.671,0.448,0,"0","AATK"
"175",0,2.17521834343544,0.434,0.212,0,"0","LRRC1"
"176",0,3.55750774629399,0.265,0.044,0,"0","AC004690.2"
"177",0,2.71890539452824,0.351,0.13,0,"0","HAPLN2"
"178",0,2.74630677042525,0.347,0.127,0,"0","WHRN"
"179",0,2.31610155206342,0.541,0.322,0,"0","CCP110"
"180",0,2.50583668378507,0.329,0.111,0,"0","CA2"
"181",0,2.91332463997065,0.29,0.075,0,"0","LRRC63"
"182",0,2.15733071959275,0.961,0.748,0,"0","SIK3"
"183",0,3.75947119598407,0.259,0.05,0,"0","CDH1"
"184",0,2.64012951293365,0.38,0.171,0,"0","OLMALINC"
"185",0,2.30553990702365,0.482,0.274,0,"0","PIK3C2B"
"186",0,2.01737887479673,0.649,0.443,0,"0","COLGALT2"
"187",0,2.50080600078218,0.32,0.115,0,"0","CPNE2"
"188",0,2.75908574117569,0.299,0.095,0,"0","TSPAN15"
"189",0,2.66122017940333,0.365,0.161,0,"0","DAPK2"
"190",0,2.56590588626589,0.302,0.1,0,"0","NEK3"
"191",0,2.31426421416487,0.457,0.258,0,"0","DEPTOR"
"192",0,2.87651104306302,0.305,0.106,0,"0","FAM222A"
"193",0,2.00606093140382,0.486,0.289,0,"0","FOXN2"
"194",0,2.59083563752106,0.383,0.187,0,"0","TMC7"
"195",0,2.51774195888757,0.27,0.08,0,"0","AC092924.2"
"196",0,2.16904204672815,0.426,0.237,0,"0","AC004158.1"
"197",0,2.1263162690678,0.572,0.384,0,"0","SLC22A15"
"198",0,2.4114646557767,0.406,0.219,0,"0","GREB1L"
"199",0,2.4034341145436,0.282,0.095,0,"0","LINC01411"
"200",0,2.24778362489326,0.288,0.106,0,"0","RASSF2"
"201",0,2.24999004106811,0.343,0.162,0,"0","MEIS1"
"202",0,4.05868073028519,0.221,0.042,0,"0","AC064829.1"
"203",0,2.18262651756133,0.28,0.102,0,"0","SH3BP4"
"204",0,2.05177295336979,0.522,0.347,0,"0","C1QTNF3-AMACR"
"205",0,2.01171987538607,0.389,0.214,0,"0","SEPTIN4"
"206",0,2.37859761488992,0.362,0.187,0,"0","ZDHHC9"
"207",0,2.82011285699145,0.236,0.065,0,"0","LINC00844"
"208",0,2.35718617114727,0.458,0.289,0,"0","AC006059.1"
"209",0,2.40621425355657,0.393,0.227,0,"0","AC096564.1"
"210",0,2.52381389850496,0.254,0.088,0,"0","LGR5"
"211",0,2.5603225397305,0.289,0.125,0,"0","ABTB2"
"212",0,2.16675692551584,0.472,0.311,0,"0","SEC14L5"
"213",0,2.20237711376327,0.429,0.269,0,"0","AC138409.2"
"214",0,2.16701751539312,0.286,0.127,0,"0","CYP27A1"
"215",0,2.52611319669276,0.23,0.073,0,"0","COL9A2"
"216",0,2.54878786537369,0.243,0.086,0,"0","SOX10"
"217",0,2.06758535582802,0.39,0.234,0,"0","KNOP1"
"218",0,2.37896704968089,0.424,0.268,0,"0","DYSF"
"219",0,2.30720351647712,0.291,0.135,0,"0","PPFIBP2"
"220",0,2.37668111423833,0.27,0.116,0,"0","MKRN3"
"221",0,2.71177126656191,0.223,0.071,0,"0","TPTEP1"
"222",0,2.82288154216115,0.213,0.061,0,"0","C21orf91"
"223",0,2.30784593713899,0.299,0.149,0,"0","AL139383.1"
"224",0,2.53165312338342,0.22,0.071,0,"0","RTKN"
"225",0,2.34439639150098,0.329,0.18,0,"0","AC012158.1"
"226",0,3.28567236638061,0.193,0.046,0,"0","GALNT6"
"227",0,2.6380873567032,0.231,0.085,0,"0","KCNJ2"
"228",0,3.20664316927658,0.2,0.059,0,"0","SPATA22"
"229",0,2.07875187617079,0.372,0.231,0,"0","ENOX2"
"230",0,2.68578119284407,0.186,0.046,0,"0","AC092958.1"
"231",0,3.42724080772593,0.176,0.037,0,"0","ADAMTS14"
"232",0,2.03353283143037,0.384,0.246,0,"0","SYT9"
"233",0,2.33769948879326,0.209,0.074,0,"0","CYP2J2"
"234",0,2.55927803701683,0.249,0.114,0,"0","EPCAM-DT"
"235",0,2.46843082044261,0.3,0.165,0,"0","AFMID"
"236",0,2.38817868569263,0.268,0.135,0,"0","PRKCQ"
"237",0,3.42688667441569,0.175,0.042,0,"0","TRIM59"
"238",0,3.40230135032975,0.165,0.035,0,"0","TYMSOS"
"239",0,3.43662777615389,0.159,0.031,0,"0","AC098679.5"
"240",0,2.78594663620545,0.179,0.051,0,"0","SLC35D2"
"241",0,2.03454449233883,0.292,0.164,0,"0","CD55"
"242",0,2.27391500931648,0.305,0.179,0,"0","LINC01135"
"243",0,2.49052781446173,0.215,0.09,0,"0","DUSP10"
"244",0,2.99725861966423,0.171,0.046,0,"0","AL591895.1"
"245",0,2.36033360020158,0.184,0.06,0,"0","TMC6"
"246",0,2.11396342603969,0.325,0.202,0,"0","GLTP"
"247",0,2.24009997337428,0.275,0.157,0,"0","TCP11L2"
"248",0,2.66209555621961,0.191,0.073,0,"0","AC016821.1"
"249",0,2.46742975579374,0.166,0.05,0,"0","AL162511.1"
"250",0,2.21159226276654,0.264,0.149,0,"0","ARHGEF37"
"251",0,3.07810060531629,0.151,0.036,0,"0","AC018647.1"
"252",0,2.84778485713185,0.155,0.04,0,"0","PLPP2"
"253",0,2.11453115118596,0.192,0.079,0,"0","CHST3"
"254",0,2.01155970725572,0.189,0.077,0,"0","TRPM6"
"255",0,2.04285615318087,0.327,0.216,0,"0","EMC10"
"256",0,3.13999398716759,0.157,0.047,0,"0","AC079594.2"
"257",0,2.63622866728655,0.151,0.041,0,"0","ADAMTS4"
"258",0,2.16427257476039,0.316,0.207,0,"0","SVEP1"
"259",0,2.16455267116932,0.178,0.069,0,"0","CD82"
"260",0,2.93292884944359,0.142,0.034,0,"0","KLK6"
"261",0,2.70039423775457,0.171,0.065,0,"0","AP000282.1"
"262",0,2.4814151500964,0.174,0.068,0,"0","CHADL"
"263",0,2.08670755943475,0.303,0.198,0,"0","INSYN2B"
"264",0,2.76707686944262,0.142,0.037,0,"0","PRR18"
"265",0,2.5371622522728,0.246,0.143,0,"0","AC063944.1"
"266",0,2.49540581083018,0.163,0.061,0,"0","BOK"
"267",0,2.66441055247588,0.154,0.052,0,"0","BEST1"
"268",0,3.05512878233343,0.18,0.08,0,"0","AL034405.1"
"269",0,2.87297791827288,0.158,0.059,0,"0","AC061708.1"
"270",0,2.18295104893138,0.279,0.181,0,"0","CCDC122"
"271",0,3.85983711655166,0.118,0.02,0,"0","CLCA4"
"272",0,2.17118902199611,0.201,0.107,0,"0","LINC01470"
"273",0,2.46068769338263,0.149,0.056,0,"0","LDLRAP1"
"274",0,2.45314341499322,0.143,0.05,0,"0","EFS"
"275",0,2.3703581049792,0.242,0.15,0,"0","LINC00862"
"276",0,3.74402294234002,0.113,0.021,0,"0","LINC01299"
"277",0,2.0362413249139,0.263,0.171,0,"0","MATN2"
"278",0,2.13980635186532,0.201,0.111,0,"0","SHC4"
"279",0,2.27476615639629,0.143,0.053,0,"0","THBS2"
"280",0,3.40530440590278,0.116,0.027,0,"0","AC082651.1"
"281",0,2.98707921668692,0.135,0.046,0,"0","LINC02821"
"282",0,2.14978041778345,0.251,0.162,0,"0","TJAP1"
"283",0,3.17513623832121,0.115,0.027,0,"0","AP000688.2"
"284",0,2.24743933469783,0.215,0.127,0,"0","TBC1D2"
"285",0,2.36605169909798,0.136,0.049,0,"0","DIPK1C"
"286",0,2.79634376892729,0.137,0.05,0,"0","HPN"
"287",0,2.56794841169274,0.137,0.051,0,"0","PRKCQ-AS1"
"288",0,2.22143855140222,0.197,0.111,0,"0","PACC1"
"289",0,2.38238581368822,0.188,0.104,0,"0","LINC01877"
"290",0,3.74665655667685,0.101,0.017,0,"0","LINC02473"
"291",0,2.46787180446179,0.147,0.063,0,"0","SYNE3"
"292",0,2.93627905759153,0.151,0.067,0,"0","LINC02073"
"293",0,2.40378277389518,0.121,0.037,0,"0","CDC42EP1"
"294",0,2.22873684061024,0.236,0.153,0,"0","CFTR"
"295",0,2.76265179469819,0.114,0.032,0,"0","PI16"
"296",0,2.49402116871148,0.204,0.122,0,"0","PCA3"
"297",0,2.1803495551894,0.17,0.089,0,"0","SPSB1"
"298",0,3.13178538927886,0.106,0.026,0,"0","SLC45A3"
"299",0,2.76421771615911,0.129,0.049,0,"0","ELMO1-AS1"
"300",0,2.33489878038804,0.13,0.052,0,"0","AC061958.1"
"301",0,2.45015018409122,0.114,0.036,0,"0","AC026316.5"
"302",0,2.55352147103934,0.136,0.058,0,"0","GAL3ST1"
"303",0,2.71977980699057,0.173,0.095,0,"0","AC012178.1"
"304",0,3.21897752370734,0.101,0.025,0,"0","LINC00601"
"305",0,3.29845585959865,0.095,0.021,0,"0","KCNAB1"
"306",0,3.21057246229136,0.122,0.049,0,"0","PACRG-AS3"
"307",0,3.50716599640227,0.09,0.017,0,"0","AL160269.1"
"308",0,2.31260538900803,0.11,0.038,0,"0","CMTM5"
"309",0,3.50531104391965,0.089,0.018,0,"0","CPB1"
"310",0,2.7445699736169,0.105,0.034,0,"0","SGK2"
"311",0,2.77884966337023,0.092,0.024,0,"0","TMEM125"
"312",0,2.77868463244179,0.107,0.04,0,"0","FAM222A-AS1"
"313",0,2.67168220578964,0.095,0.028,0,"0","TNRC6C-AS1"
"314",0,3.44238647766255,0.082,0.016,0,"0","PLAC9P1"
"315",0,3.12480804347821,0.097,0.031,0,"0","PTCSC3"
"316",0,3.31826870863593,0.094,0.028,0,"0","AC087473.1"
"317",0,2.39762741082084,0.098,0.033,0,"0","LAYN"
"318",0,2.74051911573404,0.09,0.025,0,"0","GJB1"
"319",0,2.31503566629039,0.142,0.078,0,"0","PPP3CB-AS1"
"320",0,3.81083039193415,0.079,0.016,0,"0","PACRG-AS1"
"321",0,2.36218322660078,0.117,0.054,0,"0","LLGL2"
"322",0,3.66596011399978,0.075,0.013,0,"0","ST3GAL5-AS1"
"323",0,3.37809549532845,0.076,0.014,0,"0","AL358216.1"
"324",0,2.16416661726122,0.118,0.056,0,"0","ADAMTS18"
"325",0,2.36855301378678,0.102,0.04,0,"0","NKX2-2"
"326",0,2.42331340094202,0.137,0.077,0,"0","L3MBTL2-AS1"
"327",0,2.38883952875481,0.155,0.096,0,"0","AC066613.2"
"328",0,2.0839038350136,0.116,0.058,0,"0","TGFA"
"329",0,2.23618029971612,0.132,0.075,0,"0","FRK"
"330",0,2.8612391912321,0.095,0.038,0,"0","LINC01949"
"331",0,3.50911828584865,0.071,0.014,0,"0","LINC02199"
"332",0,3.38438267980345,0.072,0.016,0,"0","IP6K3"
"333",0,3.37035418760853,0.071,0.015,0,"0","AC020909.2"
"334",0,2.46220484590363,0.079,0.024,0,"0","KIF19"
"335",0,2.27177276753179,0.14,0.087,0,"0","DNAH17"
"336",0,3.25596929884445,0.07,0.017,0,"0","AC020907.1"
"337",0,2.71223001808878,0.076,0.023,0,"0","AC022182.1"
"338",0,2.92674991013113,0.077,0.025,0,"0","ARSI"
"339",0,3.25288487956376,0.066,0.015,0,"0","AC105941.1"
"340",0,3.01085659532226,0.074,0.023,0,"0","CT69"
"341",0,2.3692035006597,0.149,0.098,0,"0","NKAIN1"
"342",0,2.73819949764921,0.081,0.032,0,"0","AC008945.2"
"343",0,3.44121086869221,0.063,0.014,0,"0","AP001360.3"
"344",0,2.66137451653517,0.083,0.034,0,"0","AC093503.3"
"345",0,2.59405936625544,0.075,0.026,0,"0","AL133325.3"
"346",0,2.06811260310156,0.094,0.046,0,"0","AGMO"
"347",0,3.14622313040927,0.066,0.018,0,"0","MUSK"
"348",0,2.42950666057277,0.115,0.067,0,"0","PKD1L2"
"349",0,2.07627045178295,0.086,0.039,0,"0","IFNG-AS1"
"350",0,3.03946229972228,0.077,0.031,0,"0","LINC01099"
"351",0,2.54713837091297,0.073,0.027,0,"0","AC022075.1"
"352",0,2.46685106367495,0.078,0.033,0,"0","AC010974.2"
"353",0,3.5480392342887,0.058,0.014,0,"0","SLC5A11.1"
"354",0,2.04036978637003,0.069,0.026,0,"0","TMEM273"
"355",0,2.27985933967078,0.07,0.028,0,"0","LINC01445"
"356",0,2.49259676344994,0.078,0.036,0,"0","AC068025.2"
"357",0,3.16826770641213,0.056,0.014,0,"0","TYMS"
"358",0,3.56451519483193,0.054,0.013,0,"0","GIPR"
"359",0,3.16044773980801,0.056,0.016,0,"0","POU2AF1"
"360",0,2.9151572466291,0.05,0.011,0,"0","AZGP1"
"361",0,3.33187861189032,0.052,0.013,0,"0","NIPAL4"
"362",0,3.60975808073085,0.051,0.012,0,"0","ACP7"
"363",0,3.53949423830741,0.048,0.01,0,"0","AP000477.3"
"364",0,3.05522446127224,0.048,0.011,0,"0","AC008505.1"
"365",0,2.05371556706919,0.057,0.021,0,"0","GPIHBP1"
"366",0,2.6127774580351,0.055,0.019,0,"0","ADA"
"367",0,3.49901868346566,0.051,0.015,0,"0","LINC01992"
"368",0,2.52360761903362,0.052,0.017,0,"0","EVI2A"
"369",0,2.90953821232515,0.058,0.024,0,"0","CAPN13"
"370",0,3.09735460604057,0.055,0.021,0,"0","AL589669.1"
"371",0,2.082035420632,0.057,0.024,0,"0","FMO4"
"372",0,3.22272641019494,0.045,0.012,0,"0","CR1"
"373",0,2.31540551873593,0.056,0.023,0,"0","CDKN2A"
"374",0,2.60829494481828,0.046,0.013,0,"0","S1PR5"
"375",0,3.84321232631274,0.038,0.006,0,"0","LINC00706"
"376",0,3.78555422845776,0.037,0.006,0,"0","LINC00463"
"377",0,2.58487431976908,0.043,0.012,0,"0","AC113370.1"
"378",0,2.07500603182359,0.048,0.018,0,"0","H2BC4"
"379",0,3.30550286106906,0.044,0.014,0,"0","AL133244.2"
"380",0,3.47036381738491,0.038,0.008,0,"0","AL589787.1"
"381",0,2.674718623803,0.044,0.015,0,"0","AC026746.1"
"382",0,2.98694679553126,0.038,0.011,0,"0","HAGLR"
"383",0,2.83343020426819,0.036,0.009,0,"0","AC004925.1"
"384",0,3.60805074477601,0.032,0.007,0,"0","AC012494.2"
"385",0,3.54767574155426,0.033,0.008,0,"0","AC100801.1"
"386",0,3.39093092284582,0.033,0.008,0,"0","LINC01978"
"387",0,2.49023534246361,0.037,0.012,0,"0","GPR62"
"388",0,2.80096899236872,0.036,0.011,0,"0","SMIM5"
"389",0,2.26548337915181,0.034,0.01,0,"0","LINC01678"
"390",0,2.94964364933921,0.033,0.01,0,"0","NMUR2"
"391",0,3.19416687363871,0.028,0.007,0,"0","AC134669.1"
"392",0,3.74248675154871,0.023,0.004,0,"0","AC025810.1"
"393",0,3.85068468189766,0.021,0.004,0,"0","AC103831.1"
"394",3.14873551569899e-305,3.08969326345687,0.027,0.007,2.11160501153806e-300,"0","AL589787.2"
"395",8.01947897577587e-304,3.19741314484222,0.027,0.007,5.37802299073481e-299,"0","LINC01222"
"396",1.27964532666993e-299,3.84104927650485,0.015,0.002,8.58155748971386e-295,"0","AC104417.2"
"397",1.31786632289154e-298,2.01418915207142,0.067,0.031,8.83787513457525e-294,"0","AL365259.1"
"398",1.51591117777534e-298,2.92641177506168,0.04,0.014,1.0166003540397e-293,"0","AC023787.2"
"399",2.50111740445657e-298,2.01507370784845,0.107,0.061,1.67729935377666e-293,"0","GLIPR2"
"400",7.72459727752171e-296,3.07759103532167,0.032,0.01,5.18026942625161e-291,"0","AL137140.1"
"401",3.29685304860545e-291,3.46463407691397,0.022,0.005,2.21093559145579e-286,"0","AC108721.1"
"402",2.721190150828e-288,2.62237644257099,0.095,0.052,1.82488453894827e-283,"0","HSD11B1"
"403",7.99922626523314e-287,3.73804766537246,0.02,0.004,5.36444111799065e-282,"0","AL359091.2"
"404",1.35117785460301e-283,2.00814429083187,0.074,0.037,9.06126892853871e-279,"0","EFNA1"
"405",9.60124601053768e-282,4.14471091716024,0.011,0.001,6.43878759958678e-277,"0","MOG"
"406",7.36871202489893e-280,2.16512404116382,0.064,0.029,4.94160565813772e-275,"0","GJC2"
"407",3.80694784952378e-275,3.00896500831447,0.034,0.011,2.55301536684764e-270,"0","GACAT3"
"408",6.67842026543018e-269,2.59954123633983,0.033,0.011,4.47868219840278e-264,"0","CA14"
"409",1.28573241232865e-266,3.21123618917462,0.032,0.01,8.62237870355839e-262,"0","AC004052.1"
"410",6.18446076840613e-265,2.00935682800932,0.124,0.078,4.14742308050852e-260,"0","RFFL"
